162712	P323842				7	 ša<sub>3</sub> GAR-ša-an-na<sup>ki</sup>
162712	P323842				8	 giri<sub>3</sub> <sup>d</sup>IŠKUR-ILLAT-ta
162712	P323842				9	 iti u<sub>5</sub>-bi<sub>2</sub>-gu<sub>7</sub>
162712	P323842				10	 mu us<sub>2</sub>-sa <sup>d</sup>Šu-<sup>d</sup>Suen / lugal-e bad<sub>3</sub> mar-tu / ba-du<sub>3</sub>-a mu us<sub>2</sub>-sa-/bi
162712	P323842		l.ed.		1	 u<sub>4</sub>-4-kam
162713	P322569					
162713	P322569				1	 3 [guruš ši]dim 
162713	P322569				2	 lu<sub>2</sub> T[u-li<sub>2</sub>]-um<sup>ki</sup>
162713	P322569				3	 1 [guruš] šidim
162713	P322569				4	 lu<sub>2</sub> Di<sub>3</sub>-ma-at-Kal<sub>2</sub>-bu-um<sup>ki</sup>
162713	P322569				5	 2 guruš šidim
162713	P322569				6	 lu<sub>2</sub> I-zi-in-Er<sub>3</sub>-ra<sup>ki</sup>
162713	P322569				7	 2 guruš šidim
162713	P322569				8	 lu<sub>2</sub> <sup>i<sub>3</sub>-[si]</sup>Isin<sub>2</sub><sup>ki</sup>
162713	P322569				9	 3 guruš šidim
162713	P322569				10	 arad<sub>2</sub> e<sub>2</sub>-a
162713	P322569				11	 ------------
162713	P322569				12	 šu-nigin<sub>2</sub> 11</sub> guruš šidim
162713	P322569				13	 ša<sub>3</sub>-bi-ta
162713	P322569				14	 8 guruš [šidim]
162713	P322569				15	 g[i-sa]l e<sub>2</sub>-[ti]l-l[a gu]l-de<sub>3</sub> / gub-ba
162713	P322569				16	 1 guruš šidim
162713	P322569		r.		1	 ma šub-ba sig<sub>4</sub> gub-ba
162713	P322569				2	 1 guruš šidim
162713	P322569				3	 GIN<sub>2</sub>-[ba]l <sup>giš</sup>kiri<sub>6</sub> Zabalam<sub>4</sub><sup>[ki]</sup> / du<sub>3</sub>-de<sub>3</sub> [gub-b]a (=MUŠ<sub>3</sub>.ZA.UNUG)
162713	P322569				4	 1 guruš š[idim] a<sub>2</sub>-ag<sub>2</sub>-ga<sub>2</sub> / ki Šu-Kab-ta<sub>2</sub>-še<sub>3</sub> de<sub>6</sub>-a
162713	P322569				5	 ------------
162713	P322569				6	 šu-nigin<sub>2</sub> 11</sub> guruš šidim 
162713	P322569				7	 zi-ga-am<sub>3</sub>
162713	P322569				8	 gurum<sub>2</sub> ak šidim-e-ne
162713	P322569				9	 ša<sub>3</sub> GAR-ša-an-na<sup>ki</sup>
162713	P322569				10	 giri<sub>3</sub> <sup>d</sup>IŠKUR-ILLAT šabra
162713	P322569				11	 iti u<sub>5</sub>-bi<sub>2</sub>-gu<sub>7</sub>
162713	P322569				12	 mu us<sub>2</sub>-sa <sup>d</sup>Šu-<sup>d</sup>Suen / [lugal-e bad<sub>3</sub> mar-tu] / ba-du<sub>3</sub> mu us<sub>2</sub>-sa-bi
162713	P322569		l.ed.		1	 u<sub>4</sub>-9-kam
162714	P322924					
162714	P322924				1	 3 guruš šidim
162714	P322924				2	 lu<sub>2</sub> Tu-li<sub>2</sub>-um<sup>ki</sup>
162714	P322924				3	 1 guruš šidim
162714	P322924				4	 lu<sub>2</sub> Di<sub>3</sub>-ma-at-Kal<sub>2</sub>-bu-um<sup>ki</sup>
162714	P322924				5	 2 guruš šidim 
162714	P322924				6	 lu<sub>2</sub> I-zi-in-Er<sub>3</sub>-ra<sup>ki</sup>
162714	P322924				7	 2 guruš šidim
162714	P322924				8	 lu<sub>2</sub> <sup>i<sub>3</sub>-[si]</sup>Isin<sub>2</sub><sup>ki</sup>
162714	P322924				9	 5 guruš [šidim] lu<sub>2</sub> Nig<sub>2</sub>-<sup>d</sup>Ba-u<sub>2</sub>
162714	P322924				10	 10 guruš ugula DINGIR.KAL
162714	P322924				11	 [3] guruš [ši]dim arad<sub>2</sub> e<sub>2</sub>-a
162714	P322924				12	 ------------
162714	P322924				13	 [šu-nigin<sub>2</sub> 16</sub>] guruš šidim
162714	P322924				14	 [šu-nigin<sub>2</sub> 10] guruš
162714	P322924				15	 ša<sub>3</sub>-[b]i-ta
162714	P322924				16	 [10]+2 guruš šidim 5 guruš <simbolo>&#60</simbolo><simbolo>&#60</simbolo>šidim<simbolo>&#62</simbolo><simbolo>&#62</simbolo> šu ma:dim<sub>2</sub> / gub-ba
162714	P322924				17	 ka gi-sal-la im [sumur] ak
162714	P322924				18	 1 guruš šidim ma šub-ba gub-ba
162714	P322924				19	 [2] guruš šidim 2 guruš
162714	P322924		r.		1	 [sahar] uš<sub>2</sub> bad<sub>3</sub> zi-zi-de<sub>3</sub>
162714	P322924				2	 [g]ub-ba
162714	P322924				3	 2 guruš im-sumur ša<sub>3</sub> e<sub>2</sub>-a-še<sub>3</sub> / ga<sub>6</sub>-ga<sub>2</sub>
162714	P322924				4	 2 guruš im lu-de<sub>3</sub> gub-ba
162714	P322924				5	 1 guruš ugula
162714	P322924				6	 [1] guruš šidim tu-ra
162714	P322924				7	 ------------
162714	P322924				8	 šu-nigin<sub>2</sub> 16</sub> guruš šidim
162714	P322924				9	 šu-nigin<sub>2</sub> 10 guruš
162714	P322924				10	 zi-ga-am<sub>3</sub>
162714	P322924				11	 gurum<sub>2</sub> ak
162714	P322924				12	 ša<sub>3</sub> GAR-ša-an-na<sup>ki</sup>
162714	P322924				13	 giri<sub>3</sub> <sup>d</sup>IŠKUR-ILLAT 
162714	P322924				14	 iti ki-siki-<sup>d</sup>Nin-a-zu
162714	P322924				15	 mu <sup>d</sup>Šu-<sup>d</sup>Suen lugal-e / na-du<sub>3</sub>-a mah <sup>d</sup>En-lil<sub>2</sub> / <sup>d</sup>Nin-lil<sub>2</sub>-ra mu-ne-du<sub>3</sub>
162714	P322924		l.ed.		1	 u<sub>4</sub>-2-kam
162715	P322729					
162715	P322729				1	 [3 guruš šidim]
162715	P322729				2	 [l]u<sub>2</sub> Tu-li<sub>2</sub>-um<sup>ki</sup>
162715	P322729				3	 1 guruš š[idim]
162715	P322729				4	 l[u<sub>2</sub> Di<sub>3</sub>-m]a-at-Kal<sub>2</sub>-[bu-um<sup>ki</sup>]
162715	P322729				5	 2 [guruš šidim]
162715	P322729				6	 lu<sub>2</sub> I-zi-[in-Er<sub>3</sub>-ra<sup>ki</sup>]
162715	P322729				7	 2 guruš šidim 
162715	P322729				8	 lu<sub>2</sub> <sup>i<sub>3</sub>-si</sup>Isin<sub>2</sub><sup>ki</sup>
162715	P322729				9	 5 guruš šidim lu<sub>2</sub> Nig<sub>2</sub>-<sup>d</sup>Ba-u<sub>2</sub>
162715	P322729				10	 10 guruš ugula DINGIR.KAL
162715	P322729				11	 3 guruš šidim [arad<sub>2</sub> e<sub>2</sub>-a]
162715	P322729				12	 ------------
162715	P322729				13	 šu-nigin<sub>2</sub> [10]+6 guruš šidim
162715	P322729				14	 šu-nigin<sub>2</sub> 10 guruš
162715	P322729				15	 ša<sub>3</sub>-bi-ta
162715	P322729				16	 5 guruš šidim
162715	P322729				17	 1 guruš šu dim<sub>2</sub>-ma gub-[ba]
162715	P322729				18	 ka gi-sal-la i[m sum]ur / ak g[ub]-ba
162715	P322729				19	 3 guruš x-[...]
162715	P322729		r.		1	 im g[a<sub>6</sub><sup>?</sup>-...]
162715	P322729				2	 2 guruš šidim im-su[mur ke<sub>4</sub>]-/de<sub>3</sub> gub-[ba]
162715	P322729				3	 2 guruš šidim uš bad<sub>3</sub> TAG.TAG-/de<sub>3</sub> gub-ba
162715	P322729				4	 1 guruš šidim gi-si<sub>11</sub> ga<sub>2</sub>-nun-na du<sub>3</sub>-/de<sub>3</sub> gub-ba
162715	P322729				5	 1 guruš šidim tu-ra
162715	P322729				6	 6 guruš še U<sub>3</sub>-ṣa-ar-e<sub>2</sub>-u<sub>2</sub>-ra-/ta GAR-ša-an-na<sup>ki</sup>-še<sub>3</sub> ma<sub>2</sub> gid<sub>2</sub>-da
162715	P322729				7	 ------------
162715	P322729				8	 šu-nigin<sub>2</sub> 10+[6 guruš] šidim
162715	P322729				9	 šu-nigin<sub>2</sub> 10 guruš
162715	P322729				10	 zi-ga-am<sub>3</sub>
162715	P322729				11	 gurum<sub>2</sub> ak
162715	P322729				12	 giri<sub>3</sub> <sup>d</sup>IŠKUR-ILLAT 
162715	P322729				13	 ša<sub>3</sub> GAR-ša-an-na<sup>ki</sup>
162715	P322729				14	 iti ki-siki-<sup>d</sup>Nin-a-zu
162715	P322729				15	 mu <sup>d</sup>Šu-<sup>d</sup>Suen lugal-e / [na-du<sub>3</sub>]-a mah <sup>d</sup>En-lil<sub>2</sub> / [<sup>d</sup>Nin]-lil<sub>2</sub>-ra mu-ne-du<sub>3</sub>
162715	P322729		l.ed.		1	 u<sub>4</sub>-8-kam
162717	P322469					
162717	P322469				1	 2 guruš šidim [lu<sub>2</sub> Tu]-li<sub>2</sub>-um
162717	P322469				2	 1 guruš šidim l[u<sub>2</sub> D]i<sub>3</sub>-ma-at-/Kal<sub>2</sub>-bu-um<sup>ki</sup>
162717	P322469				3	 2 guruš šidim lu<sub>2</sub> I-zi-in-Er<sub>3</sub>-ra<sup>ki</sup>
162717	P322469				4	 2 guruš šidim lu<sub>2</sub> <sup>i<sub>3</sub>-si</sup>Isin<sub>2</sub><sup>ki</sup>
162717	P322469				5	 5 guruš šidim lu<sub>2</sub> Nig<sub>2</sub>-<sup>d</sup>Ba-u<sub>2</sub>-me
162717	P322469				6	 [5 guru]š ugula DINGIR.KAL
162717	P322469				7	 3 g[uruš šidi]m ugula<sup>!</sup> arad<sub>2</sub> e<sub>2</sub>-a (=E<sub>2</sub>)
162717	P322469				8	 [n]+4 guruš ugula [B]a-zi
162717	P322469				9	 1 [guruš ugula Ša]-lim-a-hu-u[m]
162717	P322469				10	 1 gu[ruš 8 gem]e<sub>2</sub> ugula ME-E<sub>2</sub>-a
162717	P322469				11	 lu<sub>2</sub>-[hun-g]a<sub>2</sub>-me-eš<sub>2</sub>
162717	P322469				12	 ------------
162717	P322469				13	 šu-nigin<sub>2</sub> [15</sub> guru]š šidim
162717	P322469				14	 šu-nigin<sub>2</sub> 17</sub> gu[ruš]
162717	P322469				15	 šu-nigin<sub>2</sub> 8 [geme<sub>2</sub>]
162717	P322469				16	 ša<sub>3</sub>-b[i-ta]
162717	P322469				17	 [1 guruš šidim]
162717	P322469				18	 [6 guruš šu dim<sub>2</sub>-ma gub-ba]
162717	P322469		r.		1	 [6 geme<sub>2</sub> g]i [g]a<sub>6</sub>-ga<sub>2</sub>-d[e<sub>3</sub>]
162717	P322469				2	 5 guruš šidim 6 guruš
162717	P322469				3	 gi-sal uš bad<sub>3</sub> gul-de<sub>3</sub> g[ub-ba]
162717	P322469				4	 3 guruš 2 geme<sub>2</sub> sahar uš bad<sub>3</sub> [zi]-/zi-de<sub>3</sub> gu[b-ba]
162717	P322469				5	 1 [guruš] šidim ka-la<sub>2</sub>-ka gub-ba
162717	P322469				6	 2 [guruš] šidim 3 guruš
162717	P322469				7	 e<sub>2</sub> Ha-bu-ra-tum e<sub>2</sub> mušen-na du<sub>3</sub>-de<sub>3</sub> / gub-ba
162717	P322469				8	 1 guruš šidim ma šub-ba gub-ba
162717	P322469				9	 6 guruš im a-ga<sub>2</sub>-ri-na du<sub>3</sub>-de<sub>3</sub> / gub-ba
162717	P322469				10	 1 guruš ugula
162717	P322469				11	 ------------
162717	P322469				12	 šu-nigin<sub>2</sub> 15</sub> guruš šidim
162717	P322469				13	 šu-nigin<sub>2</sub> 17</sub> guruš
162717	P322469				14	 šu-nigin<sub>2</sub> 8 geme<sub>2</sub>
162717	P322469				15	 zi-ga-am<sub>3</sub>
162717	P322469				16	 gurum<sub>2</sub> ak giri<sub>3</sub> <sup>d</sup>IŠKUR-ILLAT 
162717	P322469				17	 ša<sub>3</sub> GAR-ša-an-na<sup>ki</sup>
162717	P322469				18	 iti ki-siki-<sup>d</sup>Nin-a-zu
162717	P322469				19	 mu <sup>d</sup>Šu-<sup>d</sup>Suen lugal-e [na]-/du<sub>3</sub>-a mah <sup>d</sup>En-lil<sub>2</sub> <sup>d</sup>Nin-lil<sub>2</sub>-/ra mu-ne-du<sub>3</sub>
162717	P322469		l.ed.		1	 u<sub>4</sub>-13</sub>-kam
162718	P322730					
162718	P322730				1	 2 guruš šidim lu<sub>2</sub> Tu-li<sub>2</sub>-um/<sup>ki</sup>-me
162718	P322730				2	 1 guruš šidim lu<sub>2</sub> Di<sub>3</sub>-ma-at-/Kal<sub>2</sub>-[bu-u]m<sup>ki</sup>
